name,id,date,defect1,defect2,defect3,defect4,defect5,defect6,defect7,defect8,defect9,defect10,defect11,defect12
b63dfd8e-1048-4cc6-b644-2299d41089d6, e63aecaf-e847-476d-b82c-e0de1f9f7b42, 2022-03-30 07:01:11.112281+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
9befaa52-cb4e-42a3-948e-2caae1616dec, 59f59629-08e9-4c46-83ef-8c64d768dfb0, 2022-03-30 07:01:09.448356+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_5_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_45.77 x 1,Diameter_2_6_50.58 x 1 ,,
f90ae024-db92-43b0-91eb-ef4a0429fdc2, e63aecaf-e847-476d-b82c-e0de1f9f7b42, 2022-03-30 07:01:11.470322+00:00, broken x 3,tailing x 18,Oval x 14,Diameter x 8,Diameter_1_1_50.58 x 1,Diameter_1_6_50.58 x 1,Diameter_2_1_56.85 x 1,Diameter_2_5_45.53 x 1,Diameter_3_2_50.58 x 1,Diameter_3_3_40.47 x 1,Diameter_3_5_6.26 x 1,Diameter_3_6_50.83 x 1 
2469bb36-2dab-44be-877c-22e73dc8e4d6, e63aecaf-e847-476d-b82c-e0de1f9f7b42, 2022-03-30 07:01:12.146661+00:00, broken x 10,creamout x 2,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
ee85109a-3f4b-4b3b-ab9d-fa793071648d, ebfd21e9-0221-4209-b873-208c3cc886d5, 2022-03-30 07:01:13.760437+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
efc760ac-b9ed-4c6a-a5b7-e5be0229d055, ebfd21e9-0221-4209-b873-208c3cc886d5, 2022-03-30 07:01:14.245696+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
c1b66ac7-90a9-487a-9b31-e6883a420aa8, 33e1c554-91c5-4278-9f55-8128fd6c3826, 2022-03-30 07:01:16.482672+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
411dd8d6-4c93-402c-9cdb-cbca7d92ac0a, ebfd21e9-0221-4209-b873-208c3cc886d5, 2022-03-30 07:01:14.845607+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
a1e27c5d-5ce0-44ed-9d3d-81b45978a22a, 33e1c554-91c5-4278-9f55-8128fd6c3826, 2022-03-30 07:01:17.155565+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
7161ba3e-fc15-4b7f-8826-43413b3e2509, 33e1c554-91c5-4278-9f55-8128fd6c3826, 2022-03-30 07:01:17.619275+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_5_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_45.77 x 1,Diameter_2_6_50.58 x 1 ,,
6bf8bc7c-5f5c-417f-8982-a15ef04397f4, 63252481-7eb5-4051-86d9-29907517ad85, 2022-03-30 07:01:19.221766+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_5_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_45.77 x 1,Diameter_2_6_50.58 x 1 ,,
c7d00527-b8ca-4f74-a2e7-bc3dc40656dc, 63252481-7eb5-4051-86d9-29907517ad85, 2022-03-30 07:01:19.554466+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
312cfe3d-1c78-4077-9eba-c68a11f0340f, 63252481-7eb5-4051-86d9-29907517ad85, 2022-03-30 07:01:19.861856+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
f54c78ab-e147-4baa-932b-6f3b204a6834, e6ccdb0d-e525-4055-8ad6-86a3ea4b91c7, 2022-03-30 07:01:21.654751+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
c66d7af3-ee14-4473-87df-a847d4292a26, e6ccdb0d-e525-4055-8ad6-86a3ea4b91c7, 2022-03-30 07:01:22.230178+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_5_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_45.77 x 1,Diameter_2_6_50.58 x 1 ,,
72669a8a-5770-410c-add5-41a6843426c7, e6ccdb0d-e525-4055-8ad6-86a3ea4b91c7, 2022-03-30 07:01:22.631893+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
ecf0cb5a-fc82-4851-a92a-2025cbfdd2cc, 141d19be-4606-4724-ad84-1c2a68791f35, 2022-03-30 07:01:24.287558+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
9ae74b93-fcc4-4351-a932-835ccc883ad7, 141d19be-4606-4724-ad84-1c2a68791f35, 2022-03-30 07:01:24.783809+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
608ad7f4-803a-4e51-a0a5-d0ded99006d4, 7424b187-3593-49c9-bc3b-48c4c486ef25, 2022-03-30 07:01:27.200290+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
8b593bcf-e5a6-4999-a19a-b8a9749e9783, 141d19be-4606-4724-ad84-1c2a68791f35, 2022-03-30 07:01:25.500897+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_5_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_45.77 x 1,Diameter_2_6_50.58 x 1 ,,
1bd923f3-d4ff-4d0a-a0e1-fb4a912a6f55, 7424b187-3593-49c9-bc3b-48c4c486ef25, 2022-03-30 07:01:27.751203+00:00, broken x 3,tailing x 18,Oval x 14,Diameter x 8,Diameter_1_1_50.58 x 1,Diameter_1_6_50.58 x 1,Diameter_2_1_56.85 x 1,Diameter_2_5_45.53 x 1,Diameter_3_2_50.58 x 1,Diameter_3_3_40.47 x 1,Diameter_3_5_6.26 x 1,Diameter_3_6_50.83 x 1 
a10316c9-66ed-4ac6-bc93-0245cb212874, 5d29946d-d42f-4c13-aeee-cc1e0fb57c8e, 2022-03-30 07:01:30.084553+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
a38a8e9b-5c5a-40d0-a9f4-95b1ec02a292, 7424b187-3593-49c9-bc3b-48c4c486ef25, 2022-03-30 07:01:28.247805+00:00, tailing x 18,broken x 3,Oval x 14,Diameter x 8,Diameter_1_1_50.58 x 1,Diameter_1_6_50.58 x 1,Diameter_2_1_56.85 x 1,Diameter_2_5_45.53 x 1,Diameter_3_2_50.58 x 1,Diameter_3_3_40.47 x 1,Diameter_3_5_6.26 x 1,Diameter_3_6_50.83 x 1 
da4b6554-eadf-490f-8d6b-500594e2cf22, 5d29946d-d42f-4c13-aeee-cc1e0fb57c8e, 2022-03-30 07:01:30.503404+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
d7098055-83fa-42ae-8224-0950574ad776, 32b3b0d9-35c6-468a-878f-010bdd9129cf, 2022-03-30 07:01:32.674619+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
480f168e-f922-455b-8db2-b442f71ceeb2, 5d29946d-d42f-4c13-aeee-cc1e0fb57c8e, 2022-03-30 07:01:30.843299+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
623f4075-5bda-470b-9438-4e9e4f721c92, 32b3b0d9-35c6-468a-878f-010bdd9129cf, 2022-03-30 07:01:33.025832+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
c12cb9e5-ac5d-4df7-b03b-705680d082f6, 65597f93-9a21-47a4-bb3e-12bf499363a8, 2022-03-30 07:01:35.893508+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
f89854ec-0774-45e7-ad0c-06c38db8a95a, 32b3b0d9-35c6-468a-878f-010bdd9129cf, 2022-03-30 07:01:33.375722+00:00, broken x 3,tailing x 18,Oval x 14,Diameter x 8,Diameter_1_1_50.58 x 1,Diameter_1_6_50.58 x 1,Diameter_2_1_56.85 x 1,Diameter_2_5_45.53 x 1,Diameter_3_2_50.58 x 1,Diameter_3_3_40.47 x 1,Diameter_3_5_6.26 x 1,Diameter_3_6_50.83 x 1 
6178eae6-be64-4b7e-a0bb-3a24cff4e7cd, 65597f93-9a21-47a4-bb3e-12bf499363a8, 2022-03-30 07:01:36.141800+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
cd78c8b3-618b-41c7-9899-d6a9b3bf62d2, 65597f93-9a21-47a4-bb3e-12bf499363a8, 2022-03-30 07:01:36.451970+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_5_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_45.77 x 1,Diameter_2_6_50.58 x 1 ,,
e2b8220a-a128-459c-83ae-c65af702645d, 325cf663-9a13-4d32-b7ba-e7bcab588291, 2022-03-30 07:01:38.134210+00:00, broken x 3,tailing x 18,Oval x 14,Diameter x 8,Diameter_1_1_50.58 x 1,Diameter_1_6_50.58 x 1,Diameter_2_1_56.85 x 1,Diameter_2_5_45.53 x 1,Diameter_3_2_50.58 x 1,Diameter_3_3_40.47 x 1,Diameter_3_5_6.26 x 1,Diameter_3_6_50.83 x 1 
7b4ee865-26d3-49fd-959c-c8ad3a848951, 325cf663-9a13-4d32-b7ba-e7bcab588291, 2022-03-30 07:01:38.500995+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
4d7c9e9b-0889-4ee2-b10b-0093d5654fc7, 083a3009-247e-46b4-bbf3-86e4bf566487, 2022-03-30 07:01:40.858665+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
8c4bf5e0-c02d-480c-80d2-164e6ee1fb46, 325cf663-9a13-4d32-b7ba-e7bcab588291, 2022-03-30 07:01:38.826476+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
29725311-9256-41e6-b900-7a6645461232, 083a3009-247e-46b4-bbf3-86e4bf566487, 2022-03-30 07:01:41.424503+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
529d553c-776f-4559-bdc8-5f28a3a604bc, d4f8b053-db13-488d-98e5-6019a1801252, 2022-03-30 07:15:45.759702+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
4f84dfbd-3c92-4428-8f0c-86dfcafd4fa6, 083a3009-247e-46b4-bbf3-86e4bf566487, 2022-03-30 07:01:41.751131+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
1a0de31a-dd01-4a02-9d52-297072839b01, d4f8b053-db13-488d-98e5-6019a1801252, 2022-03-30 07:15:46.323226+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
be3b97a0-c36d-48e0-833c-2c83dda1b3e2, b5400d40-ce20-4635-9b88-698a6e6d8f16,x, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_5_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_45.77 x 1,Diameter_2_6_50.58 x 1 ,,
033fcc0b-a0c4-4207-bb81-c93d152686bd, d4f8b053-db13-488d-98e5-6019a1801252, 2022-03-30 07:15:46.813705+00:00, broken x 3,tailing x 18,Oval x 14,Diameter x 8,Diameter_1_1_50.58 x 1,Diameter_1_6_50.58 x 1,Diameter_2_1_56.85 x 1,Diameter_2_5_45.53 x 1,Diameter_3_2_50.58 x 1,Diameter_3_3_40.47 x 1,Diameter_3_5_6.26 x 1,Diameter_3_6_50.83 x 1 
878a2d7c-fa70-4ee5-adc4-d7f7be42b298, b5400d40-ce20-4635-9b88-698a6e6d8f16, 2022-03-30 07:15:49.170548+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
4e5933ac-70f9-44c8-94a5-938a3d256b08, b5400d40-ce20-4635-9b88-698a6e6d8f16, 2022-03-30 07:15:49.487480+00:00, broken x 3,tailing x 18,Oval x 14,Diameter x 8,Diameter_1_1_50.58 x 1,Diameter_1_6_50.58 x 1,Diameter_2_1_56.85 x 1,Diameter_2_5_45.53 x 1,Diameter_3_2_50.58 x 1,Diameter_3_3_40.47 x 1,Diameter_3_5_6.26 x 1,Diameter_3_6_50.83 x 1 
c628444a-ce7e-4ba1-8a77-23dcee7cdc8c, 14f18dda-6fc8-4f50-a68d-1913d5730a01, 2022-03-30 07:15:52.139309+00:00, broken x 10,creamout x 2,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_5_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_45.77 x 1,Diameter_2_6_50.58 x 1 ,,
8239ad0d-e3b0-4ba1-8584-64e7b14549ef, 14f18dda-6fc8-4f50-a68d-1913d5730a01, 2022-03-30 07:15:52.443926+00:00, tailing x 18,broken x 3,Oval x 14,Diameter x 8,Diameter_1_1_50.58 x 1,Diameter_1_6_50.58 x 1,Diameter_2_1_56.85 x 1,Diameter_2_5_45.53 x 1,Diameter_3_2_50.58 x 1,Diameter_3_3_40.47 x 1,Diameter_3_5_6.26 x 1,Diameter_3_6_50.83 x 1 
a36e0179-1530-4c62-b381-7ae58a04c72f, ca05a0ce-5315-4e01-b542-59f4cd68cf8b, 2022-03-30 07:15:54.886536+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
75c9fa39-30bf-430f-b3d1-abe1de18c77f, 14f18dda-6fc8-4f50-a68d-1913d5730a01, 2022-03-30 07:15:53.008880+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
c6543909-999a-4efa-8a1b-4465ad84f9e7, ca05a0ce-5315-4e01-b542-59f4cd68cf8b, 2022-03-30 07:15:55.278235+00:00, broken x 3,tailing x 18,Oval x 14,Diameter x 8,Diameter_1_1_50.58 x 1,Diameter_1_6_50.58 x 1,Diameter_2_1_56.85 x 1,Diameter_2_5_45.53 x 1,Diameter_3_2_50.58 x 1,Diameter_3_3_40.47 x 1,Diameter_3_5_6.26 x 1,Diameter_3_6_50.83 x 1 
73c84383-b6d4-47ea-b9a4-c874de51fa67, b4ecafe0-3f4d-4f57-8b9b-377e321de093, 2022-03-30 07:15:57.343707+00:00, tailing x 18,broken x 2,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
73c81688-dafa-4529-8968-79e58ddb7ff9, ca05a0ce-5315-4e01-b542-59f4cd68cf8b, 2022-03-30 07:15:55.738286+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
7a547002-ebdd-4654-82db-e0392c191ed5, b4ecafe0-3f4d-4f57-8b9b-377e321de093, 2022-03-30 07:15:57.895792+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
e3b727d4-e84e-4b10-9108-e4cebebe04b1, 94ca7353-2400-473b-a007-7e95dcdc0830, 2022-03-30 07:15:59.908663+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
9c1da48c-d044-4294-b5f7-50fdfa457548, b4ecafe0-3f4d-4f57-8b9b-377e321de093, 2022-03-30 07:15:58.134335+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
0ffbf2df-3eb3-42f8-b000-e8d0f2a070f9, 94ca7353-2400-473b-a007-7e95dcdc0830, 2022-03-30 07:16:00.269939+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
2116460f-a437-4c45-9b6a-49e856753e7b, abdda4dc-3a03-4fa2-8338-f68bafa01c67, 2022-03-30 07:16:02.663306+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
7da716ad-478e-453c-b48f-7efd8f283511, 94ca7353-2400-473b-a007-7e95dcdc0830, 2022-03-30 07:16:00.633387+00:00, broken x 3,tailing x 18,Oval x 14,Diameter x 8,Diameter_1_1_50.58 x 1,Diameter_1_6_50.58 x 1,Diameter_2_1_56.85 x 1,Diameter_2_5_45.53 x 1,Diameter_3_2_50.58 x 1,Diameter_3_3_40.47 x 1,Diameter_3_5_6.26 x 1,Diameter_3_6_50.83 x 1 
0a178831-db8e-4678-8c5a-1253e8fd3a08, abdda4dc-3a03-4fa2-8338-f68bafa01c67, 2022-03-30 07:16:03.131891+00:00, broken x 2,tailing x 18,Oval x 15,Diameter x 8,Diameter_1_1_57.57 x 1,Diameter_1_2_50.34 x 1,Diameter_2_1_51.55 x 1,Diameter_2_2_50.34 x 1,Diameter_2_3_51.07 x 1,Diameter_2_6_50.83 x 1,Diameter_3_1_50.58 x 1,Diameter_3_3_51.31 x 1 
d75d1135-0a5c-4db5-ab01-5a279ca88a04, 01bd1fcc-4a7d-415b-b87e-6a77f7f2244f, 2022-03-30 07:16:05.352248+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
d40a2e4c-a610-4e9a-aaa0-5a4a797ad96a, abdda4dc-3a03-4fa2-8338-f68bafa01c67, 2022-03-30 07:16:03.585925+00:00, creamout x 2,broken x 10,Oval x 9,Diameter x 6,Diameter_1_1_50.1 x 1,Diameter_1_4_43.84 x 1,Diameter_2_2_45.29 x 1,Diameter_2_3_45.77 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_45.77 x 1 ,,
111bd9f1-5ab2-4e2c-90d9-4a8f0808c744, 01bd1fcc-4a7d-415b-b87e-6a77f7f2244f, 2022-03-30 07:16:05.787956+00:00, broken x 2,tailing x 18,Oval x 13,Diameter x 7,Diameter_1_1_60.7 x 1,Diameter_2_1_50.58 x 1,Diameter_2_2_50.34 x 1,Diameter_2_5_51.07 x 1,Diameter_2_6_51.07 x 1,Diameter_3_1_50.1 x 1,Diameter_3_5_51.07 x 1 ,
efbdf417-ec7f-4b6a-8613-f2e63d39414c, c9385ecb-76c6-4a53-9fd4-84c7813352f7, 2022-03-30 07:16:08.544259+00:00, broken x 3,tailing x 18,Oval x 14,Diameter x 8,Diameter_1_1_50.58 x 1,Diameter_1_6_50.58 x 1,Diameter_2_1_56.85 x 1,Diameter_2_5_45.53 x 1,Diameter_3_2_50.58 x 1,Diameter_3_3_40.47 x 1,Diameter_3_5_6.26 x 1,Diameter_3_6_50.83 x 1 
